100
4

-0.266	-0.964	0.000
-0.266	-0.964	1.600
0.000	0.000	1.600

0.000	0.000	0.000
-0.205	-0.979	0.000
-0.205	-0.979	1.600
0.000	0.000	1.600

0.000	0.000	0.000
-0.142	-0.990	0.000
-0.142	-0.990	1.600
0.000	0.000	1.600

0.000	0.000	0.000
-0.079	-0.997	0.000
-0.079	-0.997	1.600
0.000	0.000	1.600

0.000	0.000	0.000
-0.016	-1.000	0.000
-0.016	-1.000	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.048	-0.999	0.000
0.048	-0.999	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.111	-0.994	0.000
0.111	-0.994	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.174	-0.985	0.000
0.174	-0.985	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.236	-0.972	0.000
0.236	-0.972	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.297	-0.955	0.000
0.297	-0.955	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.357	-0.934	0.000
0.357	-0.934	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.415	-0.910	0.000
0.415	-0.910	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.472	-0.881	0.000
0.472	-0.881	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.527	-0.850	0.000
0.527	-0.850	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.580	-0.815	0.000
0.580	-0.815	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.631	-0.776	0.000
0.631	-0.776	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.679	-0.735	0.000
0.679	-0.735	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.724	-0.690	0.000
0.724	-0.690	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.766	-0.643	0.000
0.766	-0.643	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.805	-0.593	0.000
0.805	-0.593	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.841	-0.541	0.000
0.841	-0.541	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.874	-0.486	0.000
0.874	-0.486	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.903	-0.430	0.000
0.903	-0.430	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.928	-0.372	0.000
0.928	-0.372	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.950	-0.312	0.000
0.950	-0.312	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.968	-0.251	0.000
0.968	-0.251	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.982	-0.189	0.000
0.982	-0.189	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.992	-0.127	0.000
0.992	-0.127	1.600
0.000	0.000	1.600

0.000	0.000	0.000
0.998	-0.063	0.000
0.998	-0.063	1.600
0.000	0.000	1.600

0.000	0.000	0.000
1.000	-0.000	0.000
1.000	-0.000	1.600
0.000	0.000	1.600

